rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
72,2010,tt0964517,The Fighter,2010,Paramount Pictures,Drama,46388853,5879449.0
73,2010,tt1477076,Saw 3D,2010,Lionsgate,Horror,45710178,5793432.0
74,2010,tt1385867,Cop Out,2010,Warner Bros.,Comedy,44875481,5687640.0
75,2010,tt0380510,The Lovely Bones,2009,Paramount Pictures,Drama,43731131,5542602.0
76,2010,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,2010,Warner Bros.,Adventure,43585753,5524177.0
77,2010,tt1226273,Edge of Darkness,2010,Warner Bros.,Thriller/Suspense,43313890,5489720.0
78,2010,tt1321509,Death at a Funeral,2010,Sony Pictures,Black Comedy,42739347,5416901.0
79,2010,tt1193631,Step Up 3D,2010,Walt Disney,Drama,42400223,5373919.0
80,2010,tt1320244,The Last Exorcism,2010,Lionsgate,Horror,41034350,5200805.0
81,2010,tt1038686,Legion,2010,Sony Pictures,Horror,40168080,5091011.0
82,2010,tt1193138,Up in the Air,2009,Paramount Pictures,Drama,39448116,4999761.0
83,2010,tt0455407,The Crazies,2010,Overture Films,Horror,39123589,4958630.0
84,2010,tt1263670,Crazy Heart,2009,Fox Searchlight,Drama,38769554,4913758.0
85,2010,tt1126591,Burlesque,2010,Sony Pictures,Musical,37733561,4782454.0
86,2010,tt1405500,For Colored Girls,2010,Lionsgate,Drama,37669204,4774297.0
87,2010,tt1212436,The Back-up Plan,2010,CBS Films,Romantic Comedy,37490007,4751585.0
88,2010,tt1666186,Vampires Suck,2010,20th Century Fox,Comedy,36661504,4646578.0
89,2010,tt1440728,The American,2010,Focus Features,Thriller/Suspense,35606376,4512849.0
90,2010,tt0947810,Green Zone,2010,Universal,Drama,35497337,4499029.0
91,2010,tt1314655,Devil,2010,Universal,Horror,33679655,4268651.0
92,2010,tt1392197,Marmaduke,2010,20th Century Fox,Comedy,33644788,4264232.0
93,2010,tt1212419,Hereafter,2010,Warner Bros.,Drama,32712586,4146082.0
94,2010,tt1185416,When in Rome,2010,Walt Disney,Romantic Comedy,32680633,4142032.0
95,2010,tt0815236,She's Out of My League,2010,Paramount Pictures,Romantic Comedy,32010860,4057143.0
96,2010,tt0446029,Scott Pilgrim vs. The World,2010,Universal,Comedy,31611316,4006504.0
97,2010,tt0758752,Love and Other Drugs,2010,20th Century Fox,Drama,31267088,3962876.0
98,2010,tt1438254,Charlie St. Cloud,2010,Universal,Drama,31206263,3955166.0
99,2010,tt1126618,Morning Glory,2010,Paramount Pictures,Comedy,30759976,3898603.0
100,2010,tt0433362,Daybreakers,2010,Lionsgate,Horror,30101577,3815156.0
1,2011,tt1201607,Harry Potter and the Deathly Hallows: Part II,2011,Warner Bros.,Adventure,381011219,48046812.0
2,2011,tt1399103,Transformers: Dark of the Moon,2011,Paramount Pictures,Action,352390543,44437647.0
3,2011,tt1324999,The Twilight Saga: Breaking Dawn Part 1,2011,Summit Entertainment,Drama,274841954,34658506.0
4,2011,tt1411697,The Hangover Part II,2011,Warner Bros.,Comedy,254464305,32088815.0
5,2011,tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,Walt Disney,Adventure,241071802,30399975.0
6,2011,tt1596343,Fast Five,2011,Universal,Action,210031325,26485665.0
7,2011,tt1216475,Cars 2,2011,Walt Disney,Adventure,191450875,24142607.0
8,2011,tt0800369,Thor,2011,Paramount Pictures,Action,181030624,22828578.0
9,2011,tt1318514,Rise of the Planet of the Apes,2011,20th Century Fox,Adventure,176760185,22290061.0
10,2011,tt0458339,Captain America: The First Avenger,2011,Paramount Pictures,Action,176654505,22276735.0
11,2011,tt1454029,The Help,2011,Walt Disney,Drama,169499546,21374470.0
12,2011,tt1478338,Bridesmaids,2011,Universal,Comedy,169211718,21338174.0
13,2011,tt1302011,Kung Fu Panda 2,2011,Paramount Pictures,Adventure,165249063,20838469.0
14,2011,tt1270798,X-Men: First Class,2011,20th Century Fox,Action,146408305,18462586.0
15,2011,tt0448694,Puss in Boots,2011,Paramount Pictures,Adventure,145738327,18378099.0
16,2011,tt1436562,Rio,2011,20th Century Fox,Adventure,143619809,18110947.0
17,2011,tt0472181,The Smurfs,2011,Sony Pictures,Adventure,142614158,17984131.0
18,2011,tt1229238,Mission: Impossible—Ghost Protocol,2011,Paramount Pictures,Action,141186646,17804117.0
19,2011,tt1515091,Sherlock Holmes: A Game of Shadows,2011,Warner Bros.,Action,136910219,17264845.0
20,2011,tt1650062,Super 8,2011,Paramount Pictures,Thriller/Suspense,127004179,16015659.0
21,2011,tt1192628,Rango,2011,Paramount Pictures,Western,123477607,15570947.0
22,2011,tt1504320,The King’s Speech,2010,Weinstein Co.,Drama,121123415,15274075.0
23,2011,tt1499658,Horrible Bosses,2011,Warner Bros.,Comedy,117538559,14822012.0
24,2011,tt1133985,Green Lantern,2011,Warner Bros.,Action,116601172,14703805.0
25,2011,tt1411704,Hop,2011,Universal,Adventure,108085305,13629925.0
26,2011,tt1778304,Paranormal Activity 3,2011,Paramount Pictures,Horror,104007828,13115741.0
27,2011,tt1564367,Just Go With It,2011,Sony Pictures,Romantic Comedy,103028109,12992195.0
28,2011,tt0409847,Cowboys and Aliens,2011,Universal,Action,100368560,12656817.0
29,2011,tt1284575,Bad Teacher,2011,Sony Pictures,Comedy,100292856,12647271.0
30,2011,tt0377981,Gnomeo and Juliet,2011,Walt Disney,Romantic Comedy,99967670,12606264.0
31,2011,tt0990407,The Green Hornet,2011,Sony Pictures,Action,98780042,12456500.0
32,2011,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,20th Century Fox,Adventure,97848114,12338980.0
33,2011,tt0110357,The Lion King,1994,Walt Disney,Adventure,94233351,11883146.0
34,2011,tt1403865,True Grit,2010,Paramount Pictures,Western,84572623,10664896.0
35,2011,tt0433035,Real Steel,2011,Walt Disney,Action,84493241,10654885.0
36,2011,tt1570728,"Crazy, Stupid, Love",2011,Warner Bros.,Romantic Comedy,84351197,10636973.0
37,2011,tt1217613,Battle: Los Angeles,2011,Sony Pictures,Action,83552429,10536246.0
38,2011,tt1253864,Immortals,2011,Relativity,Action,82603008,10416521.0
39,2011,tt1204342,The Muppets,2011,Walt Disney,Adventure,81795283,10314664.0
40,2011,tt1222817,Zookeeper,2011,Sony Pictures,Romantic Comedy,80360866,10133779.0
41,2011,tt1219289,Limitless,2011,Relativity,Thriller/Suspense,79249455,9993626.0
42,2011,tt0471042,Tower Heist,2011,Universal,Comedy,76802225,9685022.0
43,2011,tt1598778,Contagion,2011,Warner Bros.,Thriller/Suspense,75658097,9540744.0
44,2011,tt1210166,Moneyball,2011,Sony Pictures,Drama,74896695,9444728.0
45,2011,tt1702443,Justin Bieber: Never Say Never,2011,Paramount Pictures,Concert/Perfor…,73013910,9207303.0
46,2011,tt1564349,Dolphin Tale,2011,Warner Bros.,Drama,72015969,9081459.0
47,2011,tt0810913,Jack and Jill,2011,Sony Pictures,Comedy,71635888,9033529.0
48,2011,tt1411238,No Strings Attached,2011,Paramount Pictures,Romantic Comedy,70662220,8910747.0
49,2011,tt1396218,Mr. Popper's Penguins,2011,20th Century Fox,Comedy,68224452,8603336.0
50,2011,tt1401152,Unknown,2011,Warner Bros.,Thriller/Suspense,63686397,8031072.0
51,2011,tt1385826,The Adjustment Bureau,2011,Universal,Thriller/Suspense,62495645,7880914.0
52,2011,tt1402488,Happy Feet Two,2011,Warner Bros.,Musical,60965866,7688003.0
53,2011,tt0947798,Black Swan,2010,Fox Searchlight,Thriller/Suspense,59146887,7458624.0
54,2011,tt1067583,Water for Elephants,2011,20th Century Fox,Drama,58709717,7403495.0
55,2011,tt1189340,The Lincoln Lawyer,2011,Lionsgate,Thriller/Suspense,58009200,7315158.0
56,2011,tt1605783,Midnight in Paris,2011,Sony Pictures Cla…,Romantic Comedy,56377732,7109424.0
57,2011,tt1632708,Friends with Benefits,2011,Sony Pictures,Romantic Comedy,55802754,7036917.0
58,2011,tt1464540,I am Number Four,2011,Walt Disney,Adventure,55100437,6948353.0
59,2011,tt0945513,Source Code,2011,Summit Entertainment,Thriller/Suspense,54712227,6899398.0
60,2011,tt1104001,Tron: Legacy,2010,Walt Disney,Adventure,54522692,6875497.0
61,2011,tt1591095,Insidious,2011,FilmDistrict,Horror,54009150,6810738.0
62,2011,tt1787759,Madea's Big Happy Family,2011,Lionsgate,Comedy,53345287,6727022.0
63,2011,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,2011,20th Century Fox,Adventure,52698535,6645465.0
64,2011,tt1068242,Footloose,2011,Paramount Pictures,Drama,51670512,6515827.0
65,2011,tt0983193,The Adventures of Tintin,2011,Paramount Pictures,Adventure,51400450,6481772.0
66,2011,tt1568346,The Girl with the Dragon Tattoo,2011,Sony Pictures,Thriller/Suspense,50338690,6347880.0
67,2011,tt0970179,Hugo,2011,Paramount Pictures,Adventure,50313495,6344703.0
68,2011,tt1578275,The Dilemma,2011,Universal,Comedy,48475290,6112899.0
69,2011,tt1598822,New Year’s Eve,2011,Warner Bros.,Romantic Comedy,47257823,5959372.0
70,2011,tt0964517,The Fighter,2010,Paramount Pictures,Drama,47228156,5955631.0
71,2011,tt0970866,Little Fockers,2010,Universal,Comedy,45862410,5783406.0
72,2011,tt1430607,Arthur Christmas,2011,Sony Pictures,Adventure,45650370,5756667.0
73,2011,tt0480687,Hall Pass,2011,Warner Bros.,Comedy,45060734,5682312.0
74,2011,tt1389137,We Bought a Zoo,2011,20th Century Fox,Drama,44490999,5610466.0
75,2011,tt1596346,Soul Surfer,2011,Sony Pictures,Drama,43853424,5530066.0
76,2011,tt1622979,Final Destination 5,2011,Warner Bros.,Horror,42587643,5370447.0
77,2011,tt1124035,The Ides of March,2011,Sony Pictures,Drama,40796111,5144528.0
78,2011,tt1033575,The Descendants,2011,Fox Searchlight,Drama,40315665,5083943.0
79,2011,tt0993842,Hanna,2011,Focus Features,Thriller/Suspense,40259119,5076812.0
80,2011,tt0398286,Tangled,2010,Walt Disney,Adventure,39537546,4985819.0
81,2011,tt0491152,Something Borrowed,2011,Warner Bros.,Romantic Comedy,39046489,4923895.0
82,2011,tt1517489,Spy Kids: All the Time in the World,2011,Weinstein/Dimension,Adventure,38536376,4859568.0
83,2011,tt1262416,Scream 4,2011,Weinstein/Dimension,Horror,38180928,4814745.0
84,2011,tt1464174,"Big Mommas: Like Father, Like Son",2011,20th Century Fox,Comedy,37915414,4781263.0
85,2011,tt1486185,Red Riding Hood,2011,Warner Bros.,Thriller/Suspense,37662162,4749327.0
86,2011,tt1092026,Paul,2011,Universal,Comedy,37412945,4717900.0
87,2011,tt1265990,The Roommate,2011,Sony Pictures,Thriller/Suspense,37300107,4703670.0
88,2011,tt1640484,Jumping the Broom,2011,Sony Pictures,Romantic Comedy,37295394,4703076.0
89,2011,tt1488555,The Change-Up,2011,Universal,Comedy,37243418,4696522.0
90,2011,tt1637688,In Time,2011,20th Century Fox,Thriller/Suspense,37076415,4675462.0
91,2011,tt1622547,30 Minutes or Less,2011,Sony Pictures,Black Comedy,37053924,4672626.0
92,2011,tt1657507,Colombiana,2011,Sony Pictures,Thriller/Suspense,36665854,4623689.0
93,2011,tt1616195,J. Edgar,2011,Warner Bros.,Drama,36650831,4621795.0
94,2011,tt0978764,Sucker Punch,2011,Warner Bros.,Action,36392502,4589218.0
95,2011,tt1568911,War Horse,2011,Walt Disney,Drama,36352197,4584136.0
96,2011,tt1583420,Larry Crowne,2011,Universal,Romantic Comedy,35608245,4490321.0
97,2011,tt1306980,50/50,2011,Summit Entertainment,Black Comedy,35014192,4415409.0
98,2011,tt1268799,A Very Harold & Kumar 3D Christmas,2011,Warner Bros.,Comedy,34928545,4404608.0
99,2011,tt0780504,Drive,2011,FilmDistrict,Action,34820731,4391013.0
100,2011,tt1302067,Yogi Bear,2010,Warner Bros.,Adventure,34490675,4349392.0
1,2012,tt0848228,The Avengers,2012,Walt Disney,Action,623357910,78311295.0
2,2012,tt1345836,The Dark Knight Rises,2012,Warner Bros.,Action,448139099,56298882.0
3,2012,tt1392170,The Hunger Games,2012,Lionsgate,Action,408010692,51257625.0
4,2012,tt1074638,Skyfall,2012,Sony Pictures,Action,290904271,36545763.0
5,2012,tt1673434,The Twilight Saga: Breaking Dawn Part 2,2012,Lionsgate,Drama,286422893,35982776.0
6,2012,tt0948470,The Amazing Spider-Man,2012,Sony Pictures,Adventure,262030663,32918425.0
7,2012,tt1217209,Brave,2012,Walt Disney,Adventure,237236938,29803635.0
8,2012,tt0903624,The Hobbit: An Unexpected Journey,2012,Warner Bros.,Adventure,228546604,28711885.0
9,2012,tt1637725,Ted,2012,Universal,Comedy,218665740,27470570.0
10,2012,tt1277953,Madagascar 3: Europe’s Most Wanted,2012,Paramount Pictures,Adventure,216391482,27184860.0
11,2012,tt1482459,Dr. Seuss' The Lorax,2012,Universal,Adventure,214030500,26888254.0
12,2012,tt2224272,Men in Black 3,2012,Sony Pictures,Action,179020854,22490057.0
13,2012,tt1772341,Wreck-It Ralph,2012,Walt Disney,Adventure,175990019,22109299.0
14,2012,tt1667889,Ice Age: Continental Drift,2012,20th Century Fox,Adventure,161139599,20243668.0
15,2012,tt1735898,Snow White and the Huntsman,2012,Universal,Adventure,155136755,19489542.0
16,2012,tt0837562,Hotel Transylvania,2012,Sony Pictures,Adventure,145321690,18256494.0
17,2012,tt1397280,Taken 2,2012,20th Century Fox,Thriller/Suspense,138936379,17454319.0
18,2012,tt1232829,21 Jump Street,2012,Sony Pictures,Comedy,138447667,17392923.0
19,2012,tt0443272,Lincoln,2012,Walt Disney,Drama,134189097,16857927.0
20,2012,tt1446714,Prometheus,2012,20th Century Fox,Thriller/Suspense,126477084,15889081.0
21,2012,tt1599348,Safe House,2012,Universal,Thriller/Suspense,126181630,15851964.0
22,2012,tt1606389,The Vow,2012,Sony Pictures,Drama,125014030,15705280.0
23,2012,tt1915581,Magic Mike,2012,Warner Bros.,Comedy,113721571,14286630.0
24,2012,tt1194173,The Bourne Legacy,2012,Universal,Thriller/Suspense,113203870,14221592.0
25,2012,tt1024648,Argo,2012,Warner Bros.,Thriller/Suspense,108720920,13658407.0
26,2012,tt1397514,Journey 2: The Mysterious Island,2012,Warner Bros.,Adventure,103860290,13047775.0
27,2012,tt1907668,Flight,2012,Paramount Pictures,Drama,91978551,11555094.0
28,2012,tt1621045,Think Like a Man,2012,Sony Pictures,Romantic Comedy,91547205,11500905.0
29,2012,tt1446192,Rise of the Guardians,2012,Paramount Pictures,Adventure,91337659,11474580.0
30,2012,tt1790886,The Campaign,2012,Warner Bros.,Comedy,86907746,10918059.0
31,2012,tt0454876,Life of Pi,2012,20th Century Fox,Drama,85639816,10758771.0
32,2012,tt1764651,The Expendables 2,2012,Lionsgate,Action,85028192,10681934.0
33,2012,tt1646987,Wrath of the Titans,2012,Warner Bros.,Adventure,83670083,10511317.0
34,2012,tt1077368,Dark Shadows,2012,Warner Bros.,Black Comedy,79727149,10015973.0
35,2012,tt0401729,John Carter,2012,Walt Disney,Adventure,73058679,9178226.0
36,2012,tt1707386,Les Misérables,2012,Universal,Musical,72967240,9166739.0
37,2012,tt1591479,Act of Valor,2012,Relativity,Action,70012847,8795584.0
38,2012,tt1853728,Django Unchained,2012,Weinstein Co.,Western,68605611,8618795.0
39,2012,tt1229238,Mission: Impossible—Ghost Protocol,2011,Paramount Pictures,Action,68211257,8569253.0
40,2012,tt1524137,Contraband,2012,Universal,Action,66528000,8357789.0
41,2012,tt1276104,Looper,2012,Sony Pictures,Action,66475042,8351136.0
42,2012,tt2215285,Tyler Perry’s Madea’s Witness Protection,2012,Lionsgate,Comedy,65653242,8247895.0
43,2012,tt1440129,Battleship,2012,Universal,Action,65233400,8195151.0
44,2012,tt1667353,Mirror Mirror,2012,Relativity,Adventure,64935167,8157684.0
45,2012,tt1706593,Chronicle,2012,20th Century Fox,Thriller/Suspense,64575175,8112459.0
46,2012,tt1981677,Pitch Perfect,2012,Universal,Comedy,64427368,8093890.0
47,2012,tt1535438,Hope Springs,2012,Sony Pictures,Romantic Comedy,63536011,7981911.0
48,2012,tt1496025,Underworld: Awakening,2012,Sony Pictures,Action,62321039,7829276.0
49,2012,tt1327194,The Lucky One,2012,Warner Bros.,Drama,60457138,7595118.0
50,2012,tt1645170,The Dictator,2012,Paramount Pictures,Comedy,59650222,7493746.0
51,2012,tt1386703,Total Recall,2012,Sony Pictures,Action,58877969,7396730.0
52,2012,tt0120338,Titanic,1997,Paramount Pictures,Drama,57885250,7272016.0
53,2012,tt1605630,American Reunion,2012,Universal,Comedy,56758835,7130507.0
54,2012,tt1623288,ParaNorman,2012,Focus Features,Adventure,55995988,7034672.0
55,2012,tt1596350,This Means War,2012,20th Century Fox,Romantic Comedy,54760791,6879496.0
56,2012,tt1636826,Project X,2012,Warner Bros.,Comedy,54731865,6875862.0
57,2012,tt1596365,The Woman in Black,2012,CBS Films,Horror,54333290,6825790.0
58,2012,tt2109184,Paranormal Activity 4,2012,Paramount Pictures,Horror,53886994,6769723.0
59,2012,tt1560985,The Devil Inside,2012,Paramount Pictures,Horror,53262945,6691325.0
60,2012,tt1568346,The Girl with the Dragon Tattoo,2011,Sony Pictures,Thriller/Suspense,52177103,6554912.0
61,2012,tt1462769,The Odd Life of Timothy Green,2012,Walt Disney,Drama,51778216,6504801.0
62,2012,tt5280288,Ghost Rider: Spirit of Vengeance,2012,Sony Pictures,Action,51774002,6504272.0
63,2012,tt2180290,The Grey,2012,Open Road,Thriller/Suspense,51580136,6479917.0
64,2012,tt1515091,Sherlock Holmes: A Game of Shadows,2011,Warner Bros.,Action,49938199,6273643.0
65,2012,tt0485985,Red Tails,2012,20th Century Fox,Drama,49876377,6265877.0
66,2012,tt0431021,The Possession,2012,Lionsgate,Horror,49130588,6172184.0
67,2012,tt2023453,Diary of a Wimpy Kid: Dog Days,2012,20th Century Fox,Comedy,49008662,6156867.0
68,2012,tt1922777,Sinister,2012,Lionsgate,Horror,48061556,6037884.0
69,2012,tt0407569,Beauty and the Beast,2002,Walt Disney,Musical,47611331,5981323.0
70,2012,tt0790724,Jack Reacher,2012,Paramount Pictures,Thriller/Suspense,47550642,5973699.0
71,2012,tt1615065,Savages,2012,Universal,Thriller/Suspense,47323100,5945113.0
72,2012,tt5173200,The Best Exotic Marigold Hotel,2012,Fox Searchlight,Comedy,46383639,5827090.0
73,2012,tt1748122,Moonrise Kingdom,2012,Focus Features,Drama,45512466,5717646.0
74,2012,tt0383010,The Three Stooges,2012,20th Century Fox,Comedy,44338224,5570129.0
75,2012,tt1648179,Here Comes the Boom,2012,Sony Pictures,Comedy,43599656,5477344.0
76,2012,tt1568911,War Horse,2011,Walt Disney,Drama,43531162,5468739.0
77,2012,tt1234719,Red Dawn,2012,Open Road,Action,43468052,5460811.0
78,2012,tt0120915,Star Wars Ep. I: The Phantom Menace,1999,20th Century Fox,Adventure,43456382,5459344.0
79,2012,tt1855325,Resident Evil: Retribution,2012,Sony Pictures,Horror,42345531,5319790.0
80,2012,tt1033575,The Descendants,2011,Fox Searchlight,Drama,42309296,5315238.0
81,2012,tt7371706,The Cabin in the Woods,2012,Lionsgate,Horror,42073277,5285588.0
82,2012,tt1586265,What to Expect When You’re Expecting,2012,Lionsgate,Romantic Comedy,41152203,5169875.0
83,2012,tt0266543,Finding Nemo,2003,Walt Disney,Adventure,40767633,5121562.0
84,2012,tt1855199,End of Watch,2012,Open Road,Thriller/Suspense,40766734,5121449.0
85,2012,tt1655442,The Artist,2011,Weinstein Co.,Drama,39622751,4977733.0
86,2012,tt1758830,This is 40,2012,Universal,Comedy,38951960,4893462.0
87,2012,tt1336608,Rock of Ages,2012,Warner Bros.,Musical,38518613,4839022.0
88,2012,tt1611224,Abraham Lincoln: Vampire Hunter,2012,20th Century Fox,Horror,37519139,4713460.0
89,2012,tt1212450,Lawless,2012,Weinstein Co.,Drama,37397291,4698152.0
90,2012,tt1232200,That’s My Boy,2012,Sony Pictures,Comedy,36931089,4639584.0
91,2012,tt2083383,Trouble with the Curve,2012,Warner Bros.,Drama,35763137,4492856.0
92,2012,tt1615918,Alvin and the Chipmunks: Chipwrecked,2011,20th Century Fox,Adventure,35259275,4429557.0
93,2012,tt1800741,Step Up Revolution,2012,Lionsgate,Drama,35074677,4406366.0
94,2012,tt2736560,Tyler Perry's Good Deeds,2012,Lionsgate,Drama,35025791,4400225.0
95,2012,tt1142977,Frankenweenie,2012,Walt Disney,Adventure,34485378,4332334.0
96,2012,tt1298649,The Watch,2012,20th Century Fox,Comedy,34353000,4315704.0
97,2012,tt1047540,Parental Guidance,2012,20th Century Fox,Comedy,33993350,4270521.0
98,2012,tt2247692,2016: Obama’s America,2012,Rocky Mountain Pi…,Documentary,33349941,4189691.0
99,2012,tt1582507,House at the End of the Street,2012,Relativity,Horror,31611916,3971346.0
100,2012,tt0477302,Extremely Loud and Incredibly Close,2011,Warner Bros.,Drama,31495464,3956717.0
1,2013,tt1300854,Iron Man 3,2013,Walt Disney,Action,408992272,50306553.0
2,2013,tt1951264,The Hunger Games: Catching Fire,2013,Lionsgate,Adventure,395526705,48650271.0
3,2013,tt1690953,Despicable Me 2,2013,Universal,Adventure,367793270,45239025.0
4,2013,tt0770828,Man of Steel,2013,Warner Bros.,Action,291045518,35798957.0
5,2013,tt1453405,Monsters University,2013,Walt Disney,Adventure,268488329,33024395.0
6,2013,tt2294629,Frozen,2013,Walt Disney,Musical,263092648,32360719.0
7,2013,tt1454468,Gravity,2013,Warner Bros.,Thriller/Suspense,254861229,31348245.0
8,2013,tt1905041,Fast and Furious 6,2013,Universal,Action,238679850,29357915.0
9,2013,tt1623205,Oz the Great and Powerful,2013,Walt Disney,Adventure,234770996,28877121.0
10,2013,tt1408101,Star Trek Into Darkness,2013,Paramount Pictures,Adventure,228778661,28140057.0
11,2013,tt1981115,Thor: The Dark World,2013,Walt Disney,Action,202651732,24926412.0
12,2013,tt0816711,World War Z,2013,Paramount Pictures,Action,202359711,24890493.0
13,2013,tt1170358,The Hobbit: The Desolation of Smaug,2013,Warner Bros.,Adventure,201416745,24774507.0
14,2013,tt0481499,The Croods,2013,20th Century Fox,Adventure,187168425,23021946.0
15,2013,tt2404463,The Heat,2013,20th Century Fox,Comedy,159581587,19628731.0
16,2013,tt1723121,We’re the Millers,2013,Warner Bros.,Comedy,150394119,18498662.0
17,2013,tt1343092,The Great Gatsby,2013,Warner Bros.,Drama,144840419,17815550.0
18,2013,tt1457767,The Conjuring,2013,Warner Bros.,Horror,137400141,16900386.0
19,2013,tt2024432,Identity Thief,2013,Universal,Comedy,134506920,16544517.0
20,2013,tt2191701,Grown Ups 2,2013,Sony Pictures,Comedy,133668525,16441393.0
21,2013,tt1430132,The Wolverine,2013,20th Century Fox,Action,132556852,16304656.0
22,2013,tt1583421,G.I. Joe: Retaliation,2013,Paramount Pictures,Action,122523060,15070487.0
23,2013,tt1670345,Now You See Me,2013,Lionsgate,Thriller/Suspense,117723989,14480195.0
24,2013,tt1985966,Cloudy with a Chance of Meatballs 2,2013,Sony Pictures,Adventure,116857454,14373611.0
25,2013,tt30870265,Lee Daniels' The Butler,2013,Weinstein Co.,Drama,116180128,14290299.0
26,2013,tt1951261,The Hangover 3,2013,Warner Bros.,Comedy,112200072,13800747.0
27,2013,tt0848537,Epic,2013,20th Century Fox,Adventure,107518682,13224930.0
28,2013,tt1535109,Captain Phillips,2013,Sony Pictures,Drama,104638057,12870610.0
29,2013,tt1045658,Silver Linings Playbook,2012,Weinstein Co.,Drama,103633972,12747106.0
30,2013,tt1663662,Pacific Rim,2013,Warner Bros.,Action,101802906,12521883.0
31,2013,tt1245492,This is the End,2013,Sony Pictures,Comedy,101470202,12480960.0
32,2013,tt3063516,Jackass Presents: Bad Grandpa,2013,Paramount Pictures,Comedy,101337759,12464669.0
33,2013,tt2302755,Olympus Has Fallen,2013,FilmDistrict,Thriller/Suspense,98927592,12168215.0
34,2013,tt0453562,42,2013,Warner Bros.,Drama,95020213,11687603.0
35,2013,tt1790885,Zero Dark Thirty,2012,Sony Pictures,Thriller/Suspense,94277984,11596308.0
36,2013,tt1853728,Django Unchained,2012,Weinstein Co.,Western,94199823,11586694.0
37,2013,tt1535108,Elysium,2013,Sony Pictures,Action,93050117,11445279.0
38,2013,tt1229340,Anchorman 2: The Legend Continues,2013,Paramount Pictures,Comedy,90640237,11148861.0
39,2013,tt1691917,Disney Planes,2013,Walt Disney,Adventure,90282580,11104868.0
40,2013,tt1210819,The Lone Ranger,2013,Walt Disney,Western,89302115,10984270.0
41,2013,tt1483013,Oblivion,2013,Universal,Action,89107235,10960300.0
42,2013,tt2226417,Insidious Chapter 2,2013,FilmDistrict,Horror,83586447,10281236.0
43,2013,tt1860353,Turbo,2013,20th Century Fox,Adventure,83028130,10212562.0
44,2013,tt1707386,Les Misérables,2012,Universal,Musical,75842530,9328724.0
45,2013,tt1272878,2 Guns,2013,Universal,Action,75612460,9300426.0
46,2013,tt0903624,The Hobbit: An Unexpected Journey,2012,Warner Bros.,Adventure,74456964,9158298.0
47,2013,tt2334879,White House Down,2013,Sony Pictures,Thriller/Suspense,73103784,8991855.0
48,2013,tt2023587,Mama,2013,Universal,Horror,71628180,8810354.0
49,2013,tt1702439,Safe Haven,2013,Relativity,Drama,71399120,8782180.0
50,2013,tt2017020,The Smurfs 2,2013,Sony Pictures,Adventure,71017784,8735275.0
51,2013,tt2083355,The Best Man Holiday,2013,Universal,Comedy,70313550,8648653.0
52,2013,tt1854564,Percy Jackson: Sea of Monsters,2013,20th Century Fox,Adventure,68481744,8423339.0
53,2013,tt1800241,American Hustle,2013,Sony Pictures,Black Comedy,67499173,8302481.0
54,2013,tt1606378,A Good Day to Die Hard,2013,20th Century Fox,Action,67349198,8284034.0
55,2013,tt1588173,Warm Bodies,2013,Lionsgate,Romantic Comedy,66380662,8164903.0
56,2013,tt1351685,Jack the Giant Slayer,2013,Warner Bros.,Adventure,65187603,8018155.0
57,2013,tt2184339,The Purge,2013,Universal,Horror,64473115,7930272.0
58,2013,tt1204975,Last Vegas,2013,CBS Films,Comedy,62791595,7723443.0
59,2013,tt1731141,Ender’s Game,2013,Lionsgate,Adventure,61283464,7537941.0
60,2013,tt1392214,Prisoners,2013,Warner Bros.,Thriller/Suspense,61002302,7503358.0
61,2013,tt1815862,After Earth,2013,Sony Pictures,Action,60522097,7444292.0
62,2013,tt0765446,Escape From Planet Earth,2013,Weinstein Co.,Adventure,57012977,7012666.0
63,2013,tt1428538,Hansel & Gretel: Witch Hunters,2013,Paramount Pictures,Action,55703475,6851596.0
64,2013,tt1621039,Free Birds,2013,Relativity,Adventure,54414000,6692989.0
65,2013,tt1288558,Evil Dead,2013,Sony Pictures,Horror,54239856,6671569.0
66,2013,tt1821694,RED 2,2013,Lionsgate,Action,53262560,6551360.0
67,2013,tt2070862,Tyler Perry’s Temptation,2013,Lionsgate,Drama,51975354,6393032.0
68,2013,tt1911644,The Call,2013,Sony Pictures,Thriller/Suspense,51872378,6380366.0
69,2013,tt1980209,Pain & Gain,2013,Paramount Pictures,Action,49875291,6134722.0
70,2013,tt0443272,Lincoln,2012,Walt Disney,Drama,48018876,5906381.0
71,2013,tt1321870,Gangster Squad,2013,Warner Bros.,Action,46000903,5658168.0
72,2013,tt0107290,Jurassic Park,1994,Universal,Adventure,45385935,5582526.0
73,2013,tt2609758,Tyler Perry’s A Madea Christmas,2013,Lionsgate,Comedy,45282853,5569847.0
74,2013,tt2234155,The Internship,2013,20th Century Fox,Comedy,44672764,5494805.0
75,2013,tt2378281,Instructions Not Included,2013,Lionsgate,Comedy,44467206,5469521.0
76,2013,tt2140373,Saving Mr. Banks,2013,Walt Disney,Drama,44087469,5422813.0
77,2013,tt1047540,Parental Guidance,2012,20th Century Fox,Comedy,43273946,5322749.0
