rank,box_office_year,imdb_id,title,release_year,distributor,genre,domestic_box_office_gross,tickets_sold
80,1994,tt0110516,Milk Money,1994,Paramount Pictures,Romantic Comedy,17996453,4410895.0
81,1994,tt0111686,Wes Craven's New Nightmare,1994,New Line,Horror,17221063,4220848.0
82,1994,tt0110527,Miracle on 34th Street,1994,20th Century Fox,Drama,17038920,4176205.0
83,1994,tt0108101,Shadowlands,1993,,Drama,16860561,4132490.0
84,1994,tt0110353,Lightning Jack,1994,Savoy,Western,16821273,4122861.0
85,1994,tt0109120,Andre,1994,Paramount Pictures,Adventure,16774699,4111445.0
86,1994,tt0109297,Blink,1994,New Line,Thriller/Suspense,16668552,4085429.0
87,1994,tt0109190,Baby’s Day Out,1994,20th Century Fox,Comedy,16581575,4064111.0
88,1994,tt0110613,My Girl 2,1994,Sony Pictures,Comedy,16559100,4058602.0
89,1994,tt0111667,The War,1994,Universal,Drama,16480770,4039404.0
90,1994,tt0111400,Terminal Velocity,1994,Walt Disney,Action,16478900,4038946.0
91,1994,tt0111161,The Shawshank Redemption,1994,Sony Pictures,Drama,16461051,4034571.0
92,1994,tt0110557,Monkey Trouble,1994,New Line,Adventure,16344520,4006009.0
93,1994,tt0109035,Above the Rim,1994,New Line,Drama,16026469,3928056.0
94,1994,tt0109890,The Getaway,1994,Universal,Action,15545115,3810077.0
95,1994,tt0110678,No Escape,1994,Savoy,Action,15339030,3759566.0
96,1994,tt0111256,Speechless,1994,MGM,Romantic Comedy,15203357,3726312.0
97,1994,tt0109198,Bad Girls,1994,20th Century Fox,Western,15187851,3722512.0
98,1994,tt0111418,Threesome,1994,Sony Pictures,Comedy,14793701,3625907.0
99,1994,tt0109936,Greedy,1994,Universal,Comedy,13137484,3219971.0
100,1994,tt0110099,I.Q.,1994,Paramount Pictures,Romantic Comedy,13063801,3201912.0
1,1995,tt0112462,Batman Forever,1995,Warner Bros.,Action,184137034,42330352.0
2,1995,tt0112384,Apollo 13,1995,Universal,Drama,172036360,39548588.0
3,1995,tt0114709,Toy Story,1995,Walt Disney,Adventure,150004917,34483888.0
4,1995,tt0114148,Pocahontas,1995,Walt Disney,Adventure,141551246,32540516.0
5,1995,tt0112281,Ace Ventura: When Nature Calls,1995,Warner Bros.,Comedy,104371496,23993447.0
6,1995,tt0112642,Casper,1995,Universal,Comedy,100620862,23131232.0
7,1995,tt0112864,Die Hard: With a Vengeance,1995,20th Century Fox,Action,100012499,22991379.0
8,1995,tt0113189,Goldeneye,1995,MGM,Action,93662146,21531527.0
9,1995,tt0112740,Crimson Tide,1995,Walt Disney,Action,91387195,21008550.0
10,1995,tt0114898,Waterworld,1995,Universal,Action,88246220,20286487.0
11,1995,tt0114369,Se7en,1995,New Line,Thriller/Suspense,87046142,20010607.0
12,1995,tt0112792,Dangerous Minds,1995,Walt Disney,Drama,84409943,19404584.0
13,1995,tt0114924,While You Were Sleeping,1995,Walt Disney,Romantic Comedy,81057016,18633796.0
14,1995,tt0112715,Congo,1995,Paramount Pictures,Adventure,81022333,18625823.0
15,1995,tt0113855,Mortal Kombat,1995,New Line,Action,70383146,16180033.0
16,1995,tt0112579,The Bridges of Madison County,1995,Warner Bros.,Drama,70107178,16116592.0
17,1995,tt0113986,Nine Months,1995,20th Century Fox,Romantic Comedy,69660733,16013961.0
18,1995,tt0113161,Get Shorty,1995,MGM,Comedy,69066951,15877460.0
19,1995,tt0114069,Outbreak,1995,Warner Bros.,Thriller/Suspense,67823573,15591625.0
20,1995,tt0112573,Braveheart,1995,Paramount Pictures,Drama,67019456,15406771.0
21,1995,tt0110322,Legends of the Fall,1994,Sony Pictures,Western,66020491,15177124.0
22,1995,tt0112442,Bad Boys,1995,Sony Pictures,Action,65647413,15091359.0
23,1995,tt0113676,The Living Sea,1995,IMAX Films,Documentary,64800000,14896551.0
24,1995,tt0109686,Dumb & Dumber,1994,New Line,Comedy,60671411,13947450.0
25,1995,tt0114508,Species,1995,MGM,Horror,60054449,13805620.0
26,1995,tt0113497,Jumanji,1995,Sony Pictures,Adventure,57848637,13298537.0
27,1995,tt0112431,Babe,1995,Universal,Comedy,56805285,13058686.0
28,1995,tt0112697,Clueless,1995,Paramount Pictures,Comedy,56461210,12979588.0
29,1995,tt0113041,Father of the Bride Part II,1995,Walt Disney,Comedy,52265735,12015111.0
30,1995,tt0112346,The American President,1995,Sony Pictures,Romantic Comedy,51068604,11739908.0
31,1995,tt0114496,Something to Talk About,1995,Warner Bros.,Comedy,50865589,11693238.0
32,1995,tt0113957,The Net,1995,Sony Pictures,Thriller/Suspense,50621733,11637180.0
33,1995,tt0114781,Under Siege 2: Dark Territory,1995,Warner Bros.,Action,50024083,11499789.0
34,1995,tt0114887,A Walk in the Clouds,1995,20th Century Fox,Drama,50008143,11496124.0
35,1995,tt0112572,The Brady Bunch Movie,1995,Paramount Pictures,Comedy,46546167,10700268.0
36,1995,tt0110912,Pulp Fiction,1994,Miramax,Drama,44268548,10176677.0
37,1995,tt0113755,Man of the House,1995,Walt Disney,Comedy,40029009,9202071.0
38,1995,tt0110684,Nobody's Fool,1994,Paramount Pictures,Drama,39007303,8967196.0
39,1995,tt0113117,French Kiss,1995,20th Century Fox,Romantic Comedy,38863798,8934206.0
40,1995,tt0113305,Higher Learning,1995,Sony Pictures,Drama,38023585,8741054.0
41,1995,tt0899194,Mighty Morphin Power Rangers: The Movie,1995,20th Century Fox,Adventure,37785198,8686252.0
42,1995,tt0112641,Casino,1995,Universal,Drama,37532665,8628198.0
43,1995,tt0113071,First Knight,1995,Sony Pictures,Adventure,37361412,8588830.0
44,1995,tt0113501,Just Cause,1995,Warner Bros.,Thriller/Suspense,36853222,8472005.0
45,1995,tt0113277,Heat,1995,Warner Bros.,Action,36508135,8392674.0
46,1995,tt2708390,To Wong Foo Thanks for Everything Julie Newmar,1995,Universal,Comedy,36466570,8383119.0
47,1995,tt0114885,Waiting to Exhale,1995,20th Century Fox,Drama,36024320,8281452.0
48,1995,tt0113419,The Indian in the Cupboard,1995,Paramount Pictures,Adventure,35627222,8190165.0
49,1995,tt0113198,A Goofy Movie,1995,Walt Disney,Adventure,35336439,8123319.0
50,1995,tt0113492,Judge Dredd,1995,Walt Disney,Action,34687912,7974232.0
51,1995,tt0113845,Money Train,1995,Sony Pictures,Action,34678517,7972072.0
52,1995,tt0113097,Forget Paris,1995,Sony Pictures,Romantic Comedy,33194512,7630922.0
53,1995,tt0114694,Tommy Boy,1995,Paramount Pictures,Comedy,32648673,7505442.0
54,1995,tt0112722,Copycat,1995,Warner Bros.,Thriller/Suspense,31436894,7226872.0
55,1995,tt0114287,Rob Roy,1995,MGM,Drama,31390587,7216226.0
56,1995,tt0109635,Disclosure,1994,Warner Bros.,Thriller/Suspense,31301740,7195802.0
57,1995,tt0109830,Forrest Gump,1994,Paramount Pictures,Drama,31074434,7143548.0
58,1995,tt0114319,Sabrina,1995,Paramount Pictures,Romantic Comedy,30788670,7077855.0
59,1995,tt0113228,Grumpier Old Men,1995,Warner Bros.,Romantic Comedy,30767512,7072991.0
60,1995,tt0113114,Free Willy 2: The Adventure Home,1995,Warner Bros.,Adventure,30077111,6914278.0
61,1995,tt0114168,Powder,1995,Walt Disney,Drama,29961344,6887665.0
62,1995,tt0112401,Assassins,1995,Warner Bros.,Action,29488174,6778890.0
63,1995,tt0110367,Little Women,1994,Sony Pictures,Drama,29474280,6775696.0
64,1995,tt0110443,Major Payne,1995,Universal,Comedy,29412050,6761390.0
65,1995,tt0113118,Friday,1995,New Line,Comedy,27467564,6314382.0
66,1995,tt0114011,Now and Then,1995,New Line,Drama,26480554,6087483.0
67,1995,tt0110066,Houseguest,1995,Walt Disney,Comedy,26325256,6051782.0
68,1995,tt0112851,Desperado,1995,Sony Pictures,Western,25532388,5869514.0
69,1995,tt0112508,Billy Madison,1995,Universal,Comedy,25460475,5852982.0
70,1995,tt0114048,Operation Dumbo Drop,1995,Walt Disney,Adventure,24670346,5671343.0
71,1995,tt0109642,Dolores Claiborne,1995,Sony Pictures,Thriller/Suspense,24262193,5577515.0
72,1995,tt0112819,Dead Presidents,1995,Walt Disney,Drama,24061776,5531442.0
73,1995,tt0114857,Virtuosity,1995,Paramount Pictures,Action,23998226,5516833.0
74,1995,tt0113347,How to Make an American Quilt,1995,Universal,Drama,23600020,5425291.0
75,1995,tt0112571,Boys on the Side,1995,Warner Bros.,Drama,23418200,5383494.0
76,1995,tt0112679,Circle of Friends,1995,Savoy,Drama,23389975,5377005.0
77,1995,tt0114814,The Usual Suspects,1995,Gramercy,Drama,22959756,5278104.0
78,1995,tt0112883,Don Juan DeMarco,1995,New Line,Drama,22032635,5064973.0
79,1995,tt0114681,To Die For,1995,Sony Pictures,Black Comedy,21155211,4863266.0
80,1995,tt0114608,Tales from the Crypt: Demon Knight,1995,Universal,Horror,21089146,4848079.0
81,1995,tt0110213,The Jungle Book,1994,Walt Disney,Adventure,20975770,4822016.0
82,1995,tt0110638,Nell,1994,20th Century Fox,Drama,20914085,4807835.0
83,1995,tt0114436,Showgirls,1995,MGM,Drama,20350754,4678334.0
84,1995,tt0114825,Vampire in Brooklyn,1995,Paramount Pictures,Horror,19114796,4394205.0
85,1995,tt0113481,Johnny Mnemonic,1995,Sony Pictures,Action,19006201,4369241.0
86,1995,tt0114214,The Quick and the Dead,1995,Sony Pictures,Western,18552460,4264933.0
87,1995,tt0112499,The Big Green,1995,Walt Disney,Comedy,17736619,4077383.0
88,1995,tt0110006,Heavy Weights,1995,Walt Disney,Comedy,17671310,4062370.0
89,1995,tt0113442,It Takes Two,1995,Warner Bros.,Comedy,17468169,4015671.0
90,1995,tt0113870,Murder in the First,1995,Warner Bros.,Drama,17300238,3977066.0
91,1995,tt0113321,Home for the Holidays,1995,Paramount Pictures,Comedy,17289513,3974600.0
92,1995,tt0113500,Jury Duty,1995,Sony Pictures,Comedy,16941552,3894609.0
93,1995,tt0114194,The Prophecy,1995,Miramax,Horror,16091660,3699232.0
94,1995,tt0112857,Devil in a Blue Dress,1995,Sony Pictures,Drama,16030096,3685079.0
95,1995,tt0113729,Mad Love,1995,Walt Disney,Drama,15446532,3550926.0
96,1995,tt0110598,Muriel's Wedding,1995,Miramax,Comedy,15185000,3490804.0
97,1995,tt0113253,Halloween: The Curse of Michael Myers,1995,Miramax,Horror,15126948,3477459.0
